ss,bs,tu,e,rb,ar,auc_seed_1000,auc_seed_2000,auc_seed_3000,auc_seed_4000,auc_seed_5000,auc_seed_6000,auc_seed_7000,auc_seed_8000,auc_seed_9000,auc_seed_10000,mean_auc,std_auc,min_auc,max_auc,n_seeds,file_name
0.001,256,1000,0.01,2000000,3,,-41393.2460580565,,,,,-3117.116780398945,,,,-22255.181419227723,19138.06463882878,-41393.2460580565,19138.06463882878,6,car-train_2000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_2000000_ar_3;car-train_7000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_2000000_ar_3
0.001,256,1000,0.01,1000000,3,,-41393.2460580565,,,,,-3117.116780398945,,,,-22255.181419227723,19138.06463882878,-41393.2460580565,19138.06463882878,6,car-train_2000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_1000000_ar_3;car-train_7000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_1000000_ar_3
0.001,64,500,0.1,2000000,3,,,,-32452.290310915963,,-15144.345448414713,,,,,-23798.317879665337,8653.972431250624,-32452.290310915963,8653.972431250624,6,car-train_4000_1000000_ss_0.001_bs_64_tu_500_e_0.1_rb_2000000_ar_3;car-train_6000_1000000_ss_0.001_bs_64_tu_500_e_0.1_rb_2000000_ar_3
0.001,128,100,0.01,2000000,5,,,,,,,,-23907.990685408204,,,-23907.990685408204,0.0,-23907.990685408204,0.0,5,car-train_8000_1000000_ss_0.001_bs_128_tu_100_e_0.01_rb_2000000_ar_5
0.001,128,100,0.01,1000000,5,,,,,,,,-23907.990685408204,,,-23907.990685408204,0.0,-23907.990685408204,0.0,5,car-train_8000_1000000_ss_0.001_bs_128_tu_100_e_0.01_rb_1000000_ar_5
0.001,256,500,0.01,2000000,3,,,,-26591.536226130433,,-22433.81621883517,,,,,-24512.6762224828,2078.860003647631,-26591.536226130433,2078.860003647631,6,car-train_4000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_2000000_ar_3;car-train_6000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_2000000_ar_3
0.001,256,500,0.01,1000000,3,,,,-26591.536226130433,,-22433.81621883517,,,,,-24512.6762224828,2078.860003647631,-26591.536226130433,2078.860003647631,6,car-train_4000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_1000000_ar_3;car-train_6000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_1000000_ar_3
0.001,128,100,0.01,2000000,3,,,,,,-24638.56641227119,,,,,-24638.56641227119,0.0,-24638.56641227119,0.0,5,car-train_6000_1000000_ss_0.001_bs_128_tu_100_e_0.01_rb_2000000_ar_3
0.0001,256,500,0.01,1000000,3,,,,,,,,,,-25523.08480263561,-25523.08480263561,0.0,-25523.08480263561,0.0,5,car-train_10000_1000000_ss_0.0001_bs_256_tu_500_e_0.01_rb_1000000_ar_3
0.0001,256,500,0.01,2000000,3,,,,,,,,,,-25523.08480263561,-25523.08480263561,0.0,-25523.08480263561,0.0,5,car-train_10000_1000000_ss_0.0001_bs_256_tu_500_e_0.01_rb_2000000_ar_3
0.001,64,100,0.1,2000000,3,,,,-15375.697465855892,,,,-35832.73275329141,,,-25604.21510957365,10228.51764371776,-35832.73275329141,10228.51764371776,6,car-train_4000_1000000_ss_0.001_bs_64_tu_100_e_0.1_rb_2000000_ar_3;car-train_8000_1000000_ss_0.001_bs_64_tu_100_e_0.1_rb_2000000_ar_3
0.0001,64,1000,0.1,1000000,5,,,-26230.62083631528,,,,,,,,-26230.62083631528,0.0,-26230.62083631528,0.0,5,car-train_3000_1000000_ss_0.0001_bs_64_tu_1000_e_0.1_rb_1000000_ar_5
0.0001,64,1000,0.1,2000000,5,,,-26230.62083631528,,,,,,,,-26230.62083631528,0.0,-26230.62083631528,0.0,5,car-train_3000_1000000_ss_0.0001_bs_64_tu_1000_e_0.1_rb_2000000_ar_5
0.0001,256,1000,0.1,2000000,7,,-50651.374913074425,,-2811.435566288251,,,,,,,-26731.40523968134,23919.969673393087,-50651.374913074425,23919.969673393087,6,car-train_2000_1000000_ss_0.0001_bs_256_tu_1000_e_0.1_rb_2000000_ar_7;car-train_4000_1000000_ss_0.0001_bs_256_tu_1000_e_0.1_rb_2000000_ar_7
0.0001,256,500,0.1,1000000,3,,,,,,,,,,-30606.28211728684,-30606.28211728684,0.0,-30606.28211728684,0.0,5,car-train_10000_1000000_ss_0.0001_bs_256_tu_500_e_0.1_rb_1000000_ar_3
0.0001,256,500,0.1,2000000,3,,,,,,,,,,-30606.28211728684,-30606.28211728684,0.0,-30606.28211728684,0.0,5,car-train_10000_1000000_ss_0.0001_bs_256_tu_500_e_0.1_rb_2000000_ar_3
0.001,64,500,0.1,1000000,3,,,,-32452.290310915963,,,,,-31696.504574633997,,-32074.397442774978,377.8928681409834,-32452.290310915963,377.8928681409834,6,car-train_4000_1000000_ss_0.001_bs_64_tu_500_e_0.1_rb_1000000_ar_3;car-train_9000_1000000_ss_0.001_bs_64_tu_500_e_0.1_rb_1000000_ar_3
0.001,128,1000,0.1,2000000,3,,,,,,,,-32626.929907619655,,,-32626.929907619655,0.0,-32626.929907619655,0.0,5,car-train_8000_1000000_ss_0.001_bs_128_tu_1000_e_0.1_rb_2000000_ar_3
0.001,128,500,0.1,1000000,3,,,,,,,,,-30320.491518502695,-36412.141774227544,-33366.31664636512,3045.825127862425,-36412.141774227544,3045.825127862425,6,car-train_10000_1000000_ss_0.001_bs_128_tu_500_e_0.1_rb_1000000_ar_3;car-train_9000_1000000_ss_0.001_bs_128_tu_500_e_0.1_rb_1000000_ar_3
0.001,128,500,0.1,2000000,3,,,,,,,,,-30320.491518502695,-36412.141774227544,-33366.31664636512,3045.825127862425,-36412.141774227544,3045.825127862425,6,car-train_10000_1000000_ss_0.001_bs_128_tu_500_e_0.1_rb_2000000_ar_3;car-train_9000_1000000_ss_0.001_bs_128_tu_500_e_0.1_rb_2000000_ar_3
0.001,64,1000,0.01,1000000,7,,,,,,,-23292.471714696778,,,-44276.02975071972,-33784.25073270825,10491.77901801147,-44276.02975071972,10491.77901801147,6,car-train_10000_1000000_ss_0.001_bs_64_tu_1000_e_0.01_rb_1000000_ar_7;car-train_7000_1000000_ss_0.001_bs_64_tu_1000_e_0.01_rb_1000000_ar_7
0.001,64,1000,0.01,2000000,7,,,,,,,-23292.471714696778,,,-44276.02975071972,-33784.25073270825,10491.77901801147,-44276.02975071972,10491.77901801147,6,car-train_10000_1000000_ss_0.001_bs_64_tu_1000_e_0.01_rb_2000000_ar_7;car-train_7000_1000000_ss_0.001_bs_64_tu_1000_e_0.01_rb_2000000_ar_7
0.001,128,1000,0.01,2000000,7,,-43630.87166247961,,,-24176.577051191252,,,,,,-33903.72435683543,9727.147305644177,-43630.87166247961,9727.147305644177,6,car-train_2000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_2000000_ar_7;car-train_5000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_2000000_ar_7
0.001,128,1000,0.01,1000000,7,,-43630.87166247961,,,-24176.577051191252,,,,,,-33903.72435683543,9727.147305644177,-43630.87166247961,9727.147305644177,6,car-train_2000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_1000000_ar_7;car-train_5000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_1000000_ar_7
0.001,128,1000,0.01,2000000,5,,,,-25218.125243907532,,,,,,-43262.89888148144,-34240.512062694484,9022.386818786952,-43262.89888148144,9022.386818786952,6,car-train_10000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_2000000_ar_5;car-train_4000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_2000000_ar_5
0.001,128,1000,0.01,1000000,5,,,,-25218.125243907532,,,,,,-43262.89888148144,-34240.512062694484,9022.386818786952,-43262.89888148144,9022.386818786952,6,car-train_10000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_1000000_ar_5;car-train_4000_1000000_ss_0.001_bs_128_tu_1000_e_0.01_rb_1000000_ar_5
0.001,128,1000,0.1,1000000,3,,,,,-36746.91191521548,,,-32626.929907619655,,,-34686.92091141757,2059.9910037979134,-36746.91191521548,2059.9910037979134,6,car-train_5000_1000000_ss_0.001_bs_128_tu_1000_e_0.1_rb_1000000_ar_3;car-train_8000_1000000_ss_0.001_bs_128_tu_1000_e_0.1_rb_1000000_ar_3
0.001,64,100,0.01,1000000,7,,,,,,,-35133.31831670806,,,,-35133.31831670806,0.0,-35133.31831670806,0.0,5,car-train_7000_1000000_ss_0.001_bs_64_tu_100_e_0.01_rb_1000000_ar_7
0.001,64,100,0.01,2000000,7,,,,,,,-35133.31831670806,,,,-35133.31831670806,0.0,-35133.31831670806,0.0,5,car-train_7000_1000000_ss_0.001_bs_64_tu_100_e_0.01_rb_2000000_ar_7
0.001,256,1000,0.01,1000000,7,,,,,,-20248.548310426464,-50523.01422312258,,,,-35385.78126677452,15137.232956348056,-50523.01422312258,15137.232956348056,6,car-train_6000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_1000000_ar_7;car-train_7000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_1000000_ar_7
0.001,256,1000,0.01,2000000,7,,,,,,-20248.548310426464,-50523.01422312258,,,,-35385.78126677452,15137.232956348056,-50523.01422312258,15137.232956348056,6,car-train_6000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_2000000_ar_7;car-train_7000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_2000000_ar_7
0.001,64,100,0.1,1000000,3,,,,,,,,-35832.73275329141,,,-35832.73275329141,0.0,-35832.73275329141,0.0,5,car-train_8000_1000000_ss_0.001_bs_64_tu_100_e_0.1_rb_1000000_ar_3
0.0001,128,1000,0.1,2000000,5,,,-35962.17726426261,,,,,,,,-35962.17726426261,0.0,-35962.17726426261,0.0,5,car-train_3000_1000000_ss_0.0001_bs_128_tu_1000_e_0.1_rb_2000000_ar_5
0.0001,128,1000,0.1,1000000,5,,,-35962.17726426261,,,,,,,,-35962.17726426261,0.0,-35962.17726426261,0.0,5,car-train_3000_1000000_ss_0.0001_bs_128_tu_1000_e_0.1_rb_1000000_ar_5
0.0001,128,100,0.01,2000000,5,,,-50201.45692121288,,,,,,,-22231.684342452685,-36216.57063183278,13984.886289380096,-50201.45692121288,13984.886289380096,6,car-train_10000_1000000_ss_0.0001_bs_128_tu_100_e_0.01_rb_2000000_ar_5;car-train_3000_1000000_ss_0.0001_bs_128_tu_100_e_0.01_rb_2000000_ar_5
0.0001,128,100,0.01,1000000,5,,,-50201.45692121288,,,,,,,-22231.684342452685,-36216.57063183278,13984.886289380096,-50201.45692121288,13984.886289380096,6,car-train_10000_1000000_ss_0.0001_bs_128_tu_100_e_0.01_rb_1000000_ar_5;car-train_3000_1000000_ss_0.0001_bs_128_tu_100_e_0.01_rb_1000000_ar_5
0.001,64,100,0.01,2000000,5,,,-36237.40555656772,,,,,,,,-36237.40555656772,0.0,-36237.40555656772,0.0,5,car-train_3000_1000000_ss_0.001_bs_64_tu_100_e_0.01_rb_2000000_ar_5
0.001,64,100,0.01,1000000,5,,,-36237.40555656772,,,,,,,,-36237.40555656772,0.0,-36237.40555656772,0.0,5,car-train_3000_1000000_ss_0.001_bs_64_tu_100_e_0.01_rb_1000000_ar_5
0.001,256,1000,0.01,1000000,5,,,-36707.97482307696,,,,,,,,-36707.97482307696,0.0,-36707.97482307696,0.0,5,car-train_3000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_1000000_ar_5
0.001,256,1000,0.01,2000000,5,,,-36707.97482307696,,,,,,,,-36707.97482307696,0.0,-36707.97482307696,0.0,5,car-train_3000_1000000_ss_0.001_bs_256_tu_1000_e_0.01_rb_2000000_ar_5
0.01,256,500,0.01,1000000,3,,,,,,,,,-37117.732414766404,,-37117.732414766404,0.0,-37117.732414766404,0.0,5,car-train_9000_1000000_ss_0.01_bs_256_tu_500_e_0.01_rb_1000000_ar_3
0.01,256,500,0.01,2000000,3,,,,,,,,,-37117.732414766404,,-37117.732414766404,0.0,-37117.732414766404,0.0,5,car-train_9000_1000000_ss_0.01_bs_256_tu_500_e_0.01_rb_2000000_ar_3
0.01,64,100,0.01,1000000,5,,,,,,-37488.111069729064,,,,,-37488.111069729064,0.0,-37488.111069729064,0.0,5,car-train_6000_1000000_ss_0.01_bs_64_tu_100_e_0.01_rb_1000000_ar_5
0.01,64,100,0.01,2000000,5,,,,,,-37488.111069729064,,,,,-37488.111069729064,0.0,-37488.111069729064,0.0,5,car-train_6000_1000000_ss_0.01_bs_64_tu_100_e_0.01_rb_2000000_ar_5
0.001,256,100,0.01,1000000,5,,,-37690.82439956598,,,,,,,,-37690.82439956598,0.0,-37690.82439956598,0.0,5,car-train_3000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_1000000_ar_5
0.001,256,100,0.01,2000000,5,,,-37690.82439956598,,,,,,,,-37690.82439956598,0.0,-37690.82439956598,0.0,5,car-train_3000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_2000000_ar_5
0.001,256,100,0.01,2000000,3,,,,,,,,-28277.43907528868,-47602.287923142394,,-37939.863499215535,9662.424423926857,-47602.287923142394,9662.424423926857,6,car-train_8000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_2000000_ar_3;car-train_9000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_2000000_ar_3
0.001,256,100,0.01,1000000,3,,,,,,,,-28277.43907528868,-47602.287923142394,,-37939.863499215535,9662.424423926857,-47602.287923142394,9662.424423926857,6,car-train_8000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_1000000_ar_3;car-train_9000_1000000_ss_0.001_bs_256_tu_100_e_0.01_rb_1000000_ar_3
0.001,128,500,0.01,1000000,7,,,,-37040.61288796694,-40678.450822996805,,,,,,-38859.53185548187,1818.9189675149319,-40678.450822996805,1818.9189675149319,6,car-train_4000_1000000_ss_0.001_bs_128_tu_500_e_0.01_rb_1000000_ar_7;car-train_5000_1000000_ss_0.001_bs_128_tu_500_e_0.01_rb_1000000_ar_7
0.001,128,500,0.01,2000000,7,,,,-37040.61288796694,-40678.450822996805,,,,,,-38859.53185548187,1818.9189675149319,-40678.450822996805,1818.9189675149319,6,car-train_4000_1000000_ss_0.001_bs_128_tu_500_e_0.01_rb_2000000_ar_7;car-train_5000_1000000_ss_0.001_bs_128_tu_500_e_0.01_rb_2000000_ar_7
0.001,64,1000,0.1,1000000,3,,,-40748.87431134558,,-38041.965623573036,,,,,,-39395.41996745931,1353.454343886271,-40748.87431134558,1353.454343886271,6,car-train_3000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_1000000_ar_3;car-train_5000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_1000000_ar_3
0.001,64,1000,0.1,2000000,3,,,-40748.87431134558,,-38041.965623573036,,,,,,-39395.41996745931,1353.454343886271,-40748.87431134558,1353.454343886271,6,car-train_3000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_2000000_ar_3;car-train_5000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_2000000_ar_3
0.001,128,100,0.01,1000000,7,,-47438.89014271426,,,,,,-31872.708833973174,,,-39655.79948834372,7783.090654370544,-47438.89014271426,7783.090654370544,6,car-train_2000_1000000_ss_0.001_bs_128_tu_100_e_0.01_rb_1000000_ar_7;car-train_8000_1000000_ss_0.001_bs_128_tu_100_e_0.01_rb_1000000_ar_7
0.0001,256,100,0.01,1000000,5,,,-39950.37747857937,,,,,,,,-39950.37747857937,0.0,-39950.37747857937,0.0,5,car-train_3000_1000000_ss_0.0001_bs_256_tu_100_e_0.01_rb_1000000_ar_5
0.0001,256,100,0.01,2000000,5,,,-39950.37747857937,,,,,,,,-39950.37747857937,0.0,-39950.37747857937,0.0,5,car-train_3000_1000000_ss_0.0001_bs_256_tu_100_e_0.01_rb_2000000_ar_5
0.001,256,500,0.01,2000000,7,,,,-44682.862231197585,,-35817.77558671521,,,,,-40250.3189089564,4432.543322241188,-44682.862231197585,4432.543322241188,6,car-train_4000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_2000000_ar_7;car-train_6000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_2000000_ar_7
0.001,256,500,0.01,1000000,7,,,,-44682.862231197585,,-35817.77558671521,,,,,-40250.3189089564,4432.543322241188,-44682.862231197585,4432.543322241188,6,car-train_4000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_1000000_ar_7;car-train_6000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_1000000_ar_7
0.0001,256,100,0.01,1000000,3,,,,,,,,,,-40949.99759325849,-40949.99759325849,0.0,-40949.99759325849,0.0,5,car-train_10000_1000000_ss_0.0001_bs_256_tu_100_e_0.01_rb_1000000_ar_3
0.0001,256,1000,0.01,1000000,3,,-40981.75122311522,,,,,,,,,-40981.75122311522,0.0,-40981.75122311522,0.0,5,car-train_2000_1000000_ss_0.0001_bs_256_tu_1000_e_0.01_rb_1000000_ar_3
0.0001,256,1000,0.01,2000000,3,,-40981.75122311522,,,,,,,,,-40981.75122311522,0.0,-40981.75122311522,0.0,5,car-train_2000_1000000_ss_0.0001_bs_256_tu_1000_e_0.01_rb_2000000_ar_3
0.001,256,100,0.1,2000000,3,,,,,,,-40448.94841517971,,-41572.73058535813,,-41010.83950026892,561.8910850892098,-41572.73058535813,561.8910850892098,6,car-train_7000_1000000_ss_0.001_bs_256_tu_100_e_0.1_rb_2000000_ar_3;car-train_9000_1000000_ss_0.001_bs_256_tu_100_e_0.1_rb_2000000_ar_3
0.001,256,100,0.1,1000000,3,,,,,,,-40448.94841517971,,-41572.73058535813,,-41010.83950026892,561.8910850892098,-41572.73058535813,561.8910850892098,6,car-train_7000_1000000_ss_0.001_bs_256_tu_100_e_0.1_rb_1000000_ar_3;car-train_9000_1000000_ss_0.001_bs_256_tu_100_e_0.1_rb_1000000_ar_3
0.01,128,500,0.01,2000000,3,-50463.20280267546,,-32740.514173825522,,,,,,,,-41601.858488250495,8861.34431442497,-50463.20280267546,8861.34431442497,6,car-train_1000_1000000_ss_0.01_bs_128_tu_500_e_0.01_rb_2000000_ar_3;car-train_3000_1000000_ss_0.01_bs_128_tu_500_e_0.01_rb_2000000_ar_3
0.01,128,500,0.01,1000000,3,-50463.20280267546,,-32740.514173825522,,,,,,,,-41601.858488250495,8861.34431442497,-50463.20280267546,8861.34431442497,6,car-train_1000_1000000_ss_0.01_bs_128_tu_500_e_0.01_rb_1000000_ar_3;car-train_3000_1000000_ss_0.01_bs_128_tu_500_e_0.01_rb_1000000_ar_3
0.0001,64,500,0.1,2000000,7,,,,,,,,,,-41623.19123130999,-41623.19123130999,0.0,-41623.19123130999,0.0,5,car-train_10000_1000000_ss_0.0001_bs_64_tu_500_e_0.1_rb_2000000_ar_7
0.0001,64,500,0.1,1000000,7,,,,,,,,,,-41623.19123130999,-41623.19123130999,0.0,-41623.19123130999,0.0,5,car-train_10000_1000000_ss_0.0001_bs_64_tu_500_e_0.1_rb_1000000_ar_7
0.001,64,500,0.01,1000000,7,,-41894.61202555278,,,,,,,,,-41894.61202555278,0.0,-41894.61202555278,0.0,5,car-train_2000_1000000_ss_0.001_bs_64_tu_500_e_0.01_rb_1000000_ar_7
0.001,64,500,0.01,2000000,7,,-41894.61202555278,,,,,,,,,-41894.61202555278,0.0,-41894.61202555278,0.0,5,car-train_2000_1000000_ss_0.001_bs_64_tu_500_e_0.01_rb_2000000_ar_7
0.001,64,1000,0.1,1000000,5,,,,,,-40045.11089517168,-43931.013678618416,,,,-41988.062286895045,1942.9513917233671,-43931.013678618416,1942.9513917233671,6,car-train_6000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_1000000_ar_5;car-train_7000_1000000_ss_0.001_bs_64_tu_1000_e_0.1_rb_1000000_ar_5
0.01,128,100,0.01,2000000,7,,,,,,,,,,-42027.35196087497,-42027.35196087497,0.0,-42027.35196087497,0.0,5,car-train_10000_1000000_ss_0.01_bs_128_tu_100_e_0.01_rb_2000000_ar_7
0.01,128,100,0.01,1000000,7,,,,,,,,,,-42027.35196087497,-42027.35196087497,0.0,-42027.35196087497,0.0,5,car-train_10000_1000000_ss_0.01_bs_128_tu_100_e_0.01_rb_1000000_ar_7
0.001,256,500,0.01,1000000,5,,-42062.110214715336,,,,,,,,,-42062.110214715336,0.0,-42062.110214715336,0.0,5,car-train_2000_1000000_ss_0.001_bs_256_tu_500_e_0.01_rb_1000000_ar_5
