actor_lr,critic_lr,buf_size,batch_size,ou_theta,ou_sigma,auc_seed_1000,auc_seed_2000,auc_seed_3000,auc_seed_4000,auc_seed_5000,auc_seed_6000,auc_seed_7000,auc_seed_8000,auc_seed_9000,auc_seed_10000,mean_auc,std_auc,min_auc,max_auc,n_seeds,file_name
0.01,0.001,100000,64,0.15,0.1,-50119.09163173281,,,-50119.12571954024,,-50064.39058236954,,-50064.37881260987,,-50064.377972851515,-50086.27294382079,26.81026529763778,-50119.12571954024,26.81026529763778,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.1
0.01,0.01,100000,64,0.15,0.1,-50119.12132939172,,,-50119.12570740039,,-50064.39058236954,,-50064.37881260987,,-50064.377972851515,-50086.278880924605,26.81753460367562,-50119.12570740039,26.81753460367562,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.1
0.01,0.001,100000,64,0.25,0.2,-50119.03763996729,,,-50119.05510853248,,-50064.45950824795,,-50064.45060897057,,-50064.447642564926,-50086.29010165664,26.745385431938736,-50119.05510853248,26.745385431938736,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.01,100000,64,0.25,0.2,-50119.04508759467,,,-50119.05509640533,,-50064.45950824795,,-50064.45060897057,,-50064.447642564926,-50086.29158875669,26.74720636686669,-50119.05509640533,26.74720636686669,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.25_sig_0.2
0.01,0.001,100000,64,0.2,0.2,-50119.03586239698,,,-50119.22745851155,,-50064.48014781386,,-50064.46706621314,,-50064.448443916466,-50086.3317957704,26.7810478005889,-50119.22745851155,26.7810478005889,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2
0.01,0.01,100000,64,0.2,0.2,-50119.05533399497,,,-50119.22744644625,,-50064.48014781386,,-50064.467066212164,,-50064.448443916466,-50086.33568767675,26.785801152932837,-50119.22744644625,26.785801152932837,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2
0.01,0.001,100000,64,0.15,0.2,-50119.01064428583,,,-50119.27586757771,,-50064.49379054334,,-50064.489472021276,,-50064.49594437702,-50086.353143761036,26.773145926425567,-50119.27586757771,26.773145926425567,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2
0.01,0.001,100000,64,0.2,0.1,-50119.47656881894,,,-50119.047847475274,,-50064.52492334104,,-50064.355220384794,,-50064.364626434915,-50086.353837291,26.869982024168372,-50119.47656881894,26.869982024168372,9,car-train_10000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.01_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1
0.01,0.01,100000,64,0.15,0.2,-50119.02454663185,,,-50119.27585551614,,-50064.49379054334,,-50064.489472021276,,-50064.49594437702,-50086.35592181792,26.77653489987656,-50119.27585551614,26.77653489987656,9,car-train_10000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.01_cl_0.01_buf_100000_bs_64_th_0.15_sig_0.2
0.001,0.0001,100000,64,0.2,0.2,-50119.02813235108,-50118.45207854307,,-50119.22102917391,,-50064.479019696955,,-50064.467114371524,-50064.41598927271,-50064.448808706904,-50087.78745315945,26.94546849811328,-50119.22102917391,26.94546849811328,11,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.2_sig_0.2
0.001,0.001,100000,64,0.25,0.2,-50119.02705227883,-50118.869359488024,,-50119.05899450536,-50064.39500755478,-50064.45939074247,,-50064.450577561096,,-50064.446694881415,-50087.81529671599,26.993933425985453,-50119.05899450536,26.993933425985453,11,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.25_sig_0.2
0.001,0.001,100000,64,0.2,0.1,-50119.05638611608,-50119.03755858379,,-50119.04554886933,-50064.32374416719,-50064.375941434155,,-50064.35527187782,,-50064.51326165924,-50087.81538752966,27.046990783037806,-50119.05638611608,27.046990783037806,11,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_2000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.1
0.001,0.001,100000,64,0.2,0.2,-50119.04512315648,-50118.79724025382,,-50119.226204724975,-50064.42092824146,-50064.480161335254,,-50064.46703547621,,-50064.448807841174,-50087.84078586134,27.004715471230757,-50119.226204724975,27.004715471230757,11,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2
0.0001,0.001,1000000,64,0.2,0.1,-50118.99445925489,,,,,-50060.76745439231,,,,,-50089.8809568236,29.113502431289817,-50118.99445925489,29.113502431289817,6,car-train_1000_2000000_al_0.0001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.1
0.0001,0.001,100000,64,0.2,0.2,-50119.00744018651,-50118.94398326453,,-50119.19623836182,,-50060.963996699385,,-50064.464240354,,-50063.92211002317,-50091.08300148157,27.987466208502774,-50119.19623836182,27.987466208502774,10,car-train_10000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.2_sig_0.2
0.0001,0.001,500000,64,0.2,0.1,-50118.99445925489,,-50094.18677947249,,,-50060.76745439231,,,,,-50091.3162310399,23.857578251568984,-50118.99445925489,23.857578251568984,7,car-train_1000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_3000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.1
0.001,0.0001,1000000,64,0.15,0.1,,-50118.65899189135,,,,,,,,-50064.526994630636,-50091.592993260994,27.06599863035808,-50118.65899189135,27.06599863035808,6,car-train_10000_2000000_al_0.001_cl_0.0001_buf_1000000_bs_64_th_0.15_sig_0.1;car-train_2000_2000000_al_0.001_cl_0.0001_buf_1000000_bs_64_th_0.15_sig_0.1
0.001,0.001,1000000,64,0.25,0.2,,-50118.869359488024,,,-50064.39500755478,,,,,,-50091.632183521404,27.23717596662391,-50118.869359488024,27.23717596662391,6,car-train_2000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.25_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.25_sig_0.2
0.0001,0.001,100000,64,0.15,0.2,-50118.96776931743,-50118.94466439115,,-50119.24682363048,,-50064.25691781025,,-50064.48677588186,,-50064.02020753059,-50091.65385976029,27.399729129015153,-50119.24682363048,27.399729129015153,10,car-train_10000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2
0.001,0.0001,500000,64,0.25,0.1,,,,-50119.00238235859,,,-50119.07663502746,-50064.34055216066,,-50064.35380310308,-50091.69334316245,27.346178532959108,-50119.07663502746,27.346178532959108,8,car-train_10000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.1;car-train_7000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.25_sig_0.1
0.001,0.01,1000000,64,0.2,0.1,,,,,-50119.103541542216,,,-50064.355271500164,,,-50091.72940652119,27.374135021025722,-50119.103541542216,27.374135021025722,6,car-train_5000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.2_sig_0.1
0.001,0.001,1000000,64,0.15,0.1,,,,-50119.128450412856,-50064.3369526658,,,,,,-50091.732701539324,27.395748873528646,-50119.128450412856,27.395748873528646,6,car-train_4000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.15_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.15_sig_0.1
0.001,0.001,500000,64,0.25,0.2,-50119.02705227883,,,-50119.05899417854,-50064.39500755478,,,-50064.450577561096,,,-50091.73290789331,27.310124737360358,-50119.05899417854,27.310124737360358,8,car-train_1000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.001_buf_500000_bs_64_th_0.25_sig_0.2
0.0001,0.001,500000,64,0.2,0.2,-50119.00744018651,,,,,,,-50064.464240354,,,-50091.73584027025,27.2715999162574,-50119.00744018651,27.2715999162574,6,car-train_1000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.0001_cl_0.001_buf_500000_bs_64_th_0.2_sig_0.2
0.001,0.0001,500000,64,0.2,0.1,-50119.04399491399,,,-50119.0362502762,,,,-50064.35523093569,,-50064.51325200633,-50091.737182033045,27.302997860386345,-50119.04399491399,27.302997860386345,8,car-train_10000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.2_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.2_sig_0.1
0.001,0.001,100000,64,0.15,0.2,-50118.92802988298,-50118.806257366385,,-50119.278084040394,,-50064.49378747065,,-50064.48948401384,,-50064.49593199758,-50091.7485957953,27.255894916078503,-50119.278084040394,27.255894916078503,10,car-train_10000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.001_buf_100000_bs_64_th_0.15_sig_0.2
0.001,0.01,1000000,64,0.25,0.2,,,,-50119.05895553358,,,,,,-50064.44669390225,-50091.752824717914,27.3061308156648,-50119.05895553358,27.3061308156648,6,car-train_10000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.25_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.25_sig_0.2
0.001,0.0001,100000,64,0.25,0.1,-50119.45343230877,,,-50119.00238235859,,,-50119.07663502746,-50064.34055216066,-50064.32420205694,-50064.35380310308,-50091.75850116925,27.419338924367384,-50119.45343230877,27.419338924367384,10,car-train_10000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_1000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_7000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1;car-train_9000_2000000_al_0.001_cl_0.0001_buf_100000_bs_64_th_0.25_sig_0.1
0.001,0.01,500000,64,0.2,0.1,,,,-50119.04768630406,-50119.103541542216,-50064.375940450656,,,,-50064.513260436746,-50091.760107183414,27.315557023807397,-50119.103541542216,27.315557023807397,8,car-train_10000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1;car-train_4000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1;car-train_5000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1;car-train_6000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.2_sig_0.1
0.001,0.01,100000,64,0.2,0.2,-50119.05986456077,-50118.940724811,,-50119.21942395211,,-50064.48016070969,,-50064.467035078625,,-50064.44880659569,-50091.769335951314,27.30412269902875,-50119.21942395211,27.30412269902875,10,car-train_10000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.01_buf_100000_bs_64_th_0.2_sig_0.2
0.001,0.01,500000,64,0.15,0.2,,-50118.95688894693,,-50119.27804467493,,-50064.49414094291,,,,-50064.49592937241,-50091.80625098429,27.311451864631735,-50119.27804467493,27.311451864631735,8,car-train_10000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_2000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2;car-train_6000_2000000_al_0.001_cl_0.01_buf_500000_bs_64_th_0.15_sig_0.2
0.001,0.0001,500000,64,0.15,0.2,-50119.00309280174,,,-50119.27588548907,,,,-50064.48972022072,,-50064.49592878921,-50091.81615682518,27.32350262833571,-50119.27588548907,27.32350262833571,8,car-train_10000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.2;car-train_1000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.2;car-train_4000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.2;car-train_8000_2000000_al_0.001_cl_0.0001_buf_500000_bs_64_th_0.15_sig_0.2
0.001,0.01,1000000,64,0.15,0.1,,,,,-50119.26712207287,,,-50064.37881680537,,,-50091.82296943912,27.44415263375049,-50119.26712207287,27.44415263375049,6,car-train_5000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.15_sig_0.1;car-train_8000_2000000_al_0.001_cl_0.01_buf_1000000_bs_64_th_0.15_sig_0.1
0.001,0.001,1000000,64,0.2,0.2,,,,-50119.226204724975,-50064.42092824146,,,,,,-50091.82356648322,27.402638241757813,-50119.226204724975,27.402638241757813,6,car-train_4000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.2;car-train_5000_2000000_al_0.001_cl_0.001_buf_1000000_bs_64_th_0.2_sig_0.2
